PROCEDIMENTO,Código SIGTAP,SIGTAP- Procedimento
SINUSOTOMIA,0404010121,"EXÉRESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOÇO"
SINUSOTOMIA,0404010512,SINUSOTOMIA TRANSMAXILAR
SINUSOTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
SINUSOTOMIA,0416030238,RESSECÇÃO DE TUMOR DE RINOFARINGE EM ONCOLOGIA
SINUSOTOMIA MAXILAR,0404010415,TURBINECTOMIA
SINUSOTOMIA MAXILAR,0404010512,SINUSOTOMIA TRANSMAXILAR
SINUSOTOMIA MAXILAR,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
SINUSOTOMIA MAXILAR,0506020070,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO
SONDAGEM,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
SONDAGEM,0304100021,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO
SONDAGEM,0409030040,RESSECÇÃO ENDOSCÓPICA DE PRÓSTATA
TENODESE DO LONGO BICEPS NA GOT BICIPTAL,0408010142,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
TENOLISE,0408060441,TENÓLISE
TENOPLASTIA OU ENXERTO TENDAO NIVEL MAO,0403020042,MICROCIRURGIA DE PLEXO BRAQUIAL COM MICROENXERTIA
TENOPLASTIA OU ENXERTO TENDAO NIVEL MAO,0408020326,TRATAMENTO CIRÚRGICO DE DEDO EM GATILHO
TENOPLASTIA OU ENXERTO TENDAO OUTRAS REG,0408060018,ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
TENOPLASTIA OU ENXERTO TENDAO OUTRAS REG,0408060476,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO
TENOPLASTIA OU ENXERTO TENDAO OUTRAS REG,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
TENOTOMIA,0408010142,REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
TENOTOMIA,0408050349,REVISÃO CIRÚRGICA DO PE TORTO CONGENITO
TENOTOMIA,0408060018,ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
TENOTOMIA,0408060468,TENOMIOTOMIA / DESINSERÇÃO
TENOTOMIA,0408060581,TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
TERCEIROVENTRICULOSTOMIA,0403010128,MICROCIRURGIA CEREBRAL ENDOSCOPICA
TERCEIROVENTRICULOSTOMIA,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
TIMECTOMIA,0412020068,TIMECTOMIA
TIMECTOMIA,0416110088,TIMECTOMIA EM ONCOLOGIA
TIMPANOPLASTIA,0404010350,TIMPANOPLASTIA (UNI / BILATERAL)
TIMPANOPLASTIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TIMPANOPLASTIA COM MASTOIDE,0404010210,MASTOIDECTOMIA RADICAL
TIMPANOPLASTIA COM MASTOIDE,0404010350,TIMPANOPLASTIA (UNI / BILATERAL)
TIMPANOPLASTIA COM MASTOIDE,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TIMPANOPLASTIA COM MASTOIDE,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
TIMPANOTOMIA EXPLORADORA,0404010350,TIMPANOPLASTIA (UNI / BILATERAL)
TIMPANOTOMIA EXPLORADORA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TIMPANOTOMIA PARA TUBO DE VENTILACAO,0303140070,TRATAMENTO DE DOENÇA DO OUVIDO EXTERNO MÉDIO E DA MASTÓIDE
TIMPANOTOMIA PARA TUBO DE VENTILACAO,0404010237,MICROCIRURGIA OTOLOGICA
TIMPANOTOMIA PARA TUBO DE VENTILACAO,0404010350,TIMPANOPLASTIA (UNI / BILATERAL)
TIMPANOTOMIA PARA TUBO DE VENTILACAO,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TIREOIDECTOMIA,0402010035,TIREOIDECTOMIA PARCIAL
TIREOIDECTOMIA,0402010043,TIREOIDECTOMIA TOTAL
TIREOIDECTOMIA,0416030270,TIREOIDECTOMIA TOTAL EM ONCOLOGIA
TIREOIDECTOMIA PARCIAL,0402010035,TIREOIDECTOMIA PARCIAL
TIREOIDECTOMIA PARCIAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TIREOIDECTOMIA PARCIAL,0416030084,PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA
TIREOIDECTOMIA PARCIAL,0416030270,TIREOIDECTOMIA TOTAL EM ONCOLOGIA
TIREOIDECTOMIA TOTAL,0402010035,TIREOIDECTOMIA PARCIAL
TIREOIDECTOMIA TOTAL,0402010043,TIREOIDECTOMIA TOTAL
TIREOIDECTOMIA TOTAL,0408050012,
TIREOIDECTOMIA TOTAL,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
TIREOIDECTOMIA TOTAL,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
TIREOIDECTOMIA TOTAL,0416030270,TIREOIDECTOMIA TOTAL EM ONCOLOGIA
TIREOIDECTOMIA TOTAL C/ESVAZAMENTO GANGLIONAR,0402010051,TIREOIDECTOMIA TOTAL COM ESVAZIAMENTO GANGLIONAR
TIREOIDECTOMIA TOTAL C/ESVAZAMENTO GANGLIONAR,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
TIREOPLASTIA,0404020275,RESSECÇÃO DE LESÃO MALIGNA E BENIGNA DA REGIÃO CRANIO E BUCOMAXILOFACIAL
TORACECTOMIA C/RECONSTRUCAO PARIETAL,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
TORACECTOMIA C/RECONSTRUCAO PARIETAL,0416110037,TORATECTOMIA EM ONCOLOGIA
TORACECTOMIA C/RECONSTRUCAO PARIETAL,0416110045,TORACECTOMIA SIMPLES EM ONCOLOGIA
TORACOCENTESE,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TORACOCENTESE,0303010215,TRATAMENTO DE TUBERCULOSE (A15 A A19)
TORACOCENTESE,0303020032,TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
TORACOCENTESE,0303030054,TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE
TORACOCENTESE,0303040068,TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA
TORACOCENTESE,0303060140,TRATAMENTO DE EMBOLIA PULMONAR
TORACOCENTESE,0303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
TORACOCENTESE,0303070072,TRATAMENTO DE DOENCAS DO FIGADO
TORACOCENTESE,0303140119,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA
TORACOCENTESE,0303140151,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
TORACOCENTESE,0303170166,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
TORACOCENTESE,0303180013,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS
TORACOCENTESE,0304080020,INTERNAÇÃO P/ QUIMIOTERAPIA DE ADMINISTRAÇÃO CONTÍNUA
TORACOCENTESE,0304100013,TRATAMENTO DE INTERCORRÊNCIAS CLÍNICAS DE PACIENTE ONCOLÓGICO
TORACOCENTESE,0304100021,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO
TORACOCENTESE,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
TORACOCENTESE,0406010510,DRENAGEM C/ BIOPSIA DE PERICÁRDIO
TORACOCENTESE,0406030022,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS
TORACOCENTESE,0407020101,COLOSTOMIA
TORACOCENTESE,0407030131,HEPATECTOMIA PARCIAL
TORACOCENTESE,0407030255,COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA
TORACOCENTESE,0407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERAÇÃO)
TORACOCENTESE,0412030110,PLEURODESE
TORACOCENTESE,0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
TORACOCENTESE,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TORACOCENTESE,0416040101,HEPATECTOMIA PARCIAL EM ONCOLOGIA
TORACOCENTESE,0416040179,ALCOOLIZAÇÃO PERCUTÂNEA DE CARCINOMA HEPÁTICO
TORACOCENTESE,0416090109,RESSECÇÃO DE TUMOR ÓSSEO COM SUBSTITUIÇÃO (ENDOPRÓTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA
TORACOCENTESE,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
TORACOCENTESE,0506020070,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO
TORACOCENTESE,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
TORACOPLASTIA,0412040158,TORACOPLASTIA (QUALQUER TÉCNICA)
TORACOPLASTIA,0412040182,TRATAMENTO CIRÚRGICO DE DEFEITOS CONGÊNITOS DO TÓRAX
TORACOTOMIA COM DRENAGEM ABERTA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TORACOTOMIA COM DRENAGEM FECHADA,0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
TORACOTOMIA COM DRENAGEM PLEURAC,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TORACOTOMIA EXPLORADORA,0209040050,VIDEOTORACOSCOPIA
TORACOTOMIA EXPLORADORA,0406010854,REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR
TORACOTOMIA EXPLORADORA,0412010135,TRATAMENTO CIRURGICO DE FÍSTULA BRONCOPLEURAL COM AMPUTAÇÃO DE COTO BRÔNQUICO
TORACOTOMIA EXPLORADORA,0412020017,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR
TORACOTOMIA EXPLORADORA,0412020025,MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR
TORACOTOMIA EXPLORADORA,0412020033,MEDIASTINOTOMIA P/ DRENAGEM
TORACOTOMIA EXPLORADORA,0412020068,TIMECTOMIA
TORACOTOMIA EXPLORADORA,0412030012,DESCORTICAÇÃO PULMONAR
TORACOTOMIA EXPLORADORA,0412030110,PLEURODESE
TORACOTOMIA EXPLORADORA,0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
TORACOTOMIA EXPLORADORA,0412040174,TORACOTOMIA EXPLORADORA
TORACOTOMIA EXPLORADORA,0412050048,LOBECTOMIA PULMONAR
TORACOTOMIA EXPLORADORA,0412050072,PNEUMONECTOMIA DE TOTALIZACAO
TORACOTOMIA EXPLORADORA,0412050102,"RESSECÇÃO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO"
TORACOTOMIA EXPLORADORA,0412050110,RESSECÇÃO PULMONAR ASSOCIADA A BRONCOPLASTIA/ ARTERIOPLASTIA
TORACOTOMIA EXPLORADORA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TORACOTOMIA EXPLORADORA,0416110045,TORACECTOMIA SIMPLES EM ONCOLOGIA
TORACOTOMIA EXPLORADORA,0416110053,TORACOTOMIA/MEDIASTINOSTOMIA EXPLORADORA COM RESSECÇÃO COMPLETA OU INCOMPLETA DO TUMOR INTRATORÁCICO EM ONCOLOGIA
TORACOTOMIA EXPLORADORA,0416110061,SEGMENTECTOMIA PULMONAR EM ONCOLOGIA
TORACOTOMIA EXPLORADORA,0416110070,RESSECÇAO PULMONAR EM CUNHA EM ONCOLOGIA
TORACOTOMIA EXPLORADORA,0505020122,TRANSPLANTE DE PULMÃO BILATERAL
TORACOTOMIA EXPLORADORA,0506020070,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO
TORCAO DE TESTICULO DIR.,0409040126,ORQUIDOPEXIA BILATERAL
TRANSPLANTE CARDIACO,0505020041,TRANSPLANTE DE CORACAO
TRANSPLANTE DE CORNEA,0403020026,ENXERTO MICROCIRÚRGICO DE NERVO PERIFÉRICO (ÚNICO NERVO)
TRANSPLANTE DE CORNEA,0405040148,ORBITOTOMIA
TRANSPLANTE DE CORNEA,0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
TRANSPLANTE DE CORNEA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TRANSPLANTE DE CORNEA,0505010097,TRANSPLANTE DE CORNEA
TRANSPLANTE HEPATICO,0505020050,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
TRANSPLANTE HEPATICO,0505020068,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)
TRANSPLANTE HEPATICO,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
TRANSPLANTE PULMONAR SEQUENCIAL,0505020122,TRANSPLANTE DE PULMÃO BILATERAL
TRANSPLANTE RENAL RECEPTOR,0505020092,TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)
TRANSPLANTE RENAL RECEPTOR,0505020106,TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)
TRANSPLANTE UNILATERAL DE PULMAO,0505020084,TRANSPLANTE DE PULMAO UNILATERAL
TRANSPOSICAO DE TENDAO,0408060549,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA
TRANSPOSICAO DE TENDAO,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
TRANSPOSIÇÃO DO NERVO CUBITAL,0403020107,TRANSPOSICAO DO NERVO CUBITAL
TRANSPOSIÇÃO DO NERVO CUBITAL,0408060476,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO
TRANSVERSOSTOMIA,0407020101,COLOSTOMIA
TRANSVERSOSTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TRAQUEOPLASTIA,0412010097,TRAQUEOPLASTIA POR ACESSO TORÁCICO
TRAQUEOPLASTIA,0412010100,TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA
TRAQUEOPLASTIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TRAQUEOSCOPIA,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TRAQUEOSCOPIA,0303140135,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
TRAQUEOSCOPIA,0403070171,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM TROMBECTOMIA MECÂNICA
TRAQUEOSCOPIA,0407010211,GASTROSTOMIA
TRAQUEOSTOMIA,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TRAQUEOSTOMIA,0303040149,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
TRAQUEOSTOMIA,0303040165,TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
TRAQUEOSTOMIA,0303060166,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
TRAQUEOSTOMIA,0303060190,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
TRAQUEOSTOMIA,0303140046,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES
TRAQUEOSTOMIA,0303140135,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
TRAQUEOSTOMIA,0303140151,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
TRAQUEOSTOMIA,0304080039,INTERNAÇÃO P/ QUIMIOTERAPIA DE LEUCEMIAS AGUDAS / CRÔNICAS AGUDIZADAS
TRAQUEOSTOMIA,0304100021,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO
TRAQUEOSTOMIA,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
TRAQUEOSTOMIA,0403010020,CRANIOTOMIA DESCOMPRESSIVA
TRAQUEOSTOMIA,0403010098,DERIVAÇÃO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA
TRAQUEOSTOMIA,0403070155,"EMBOLIZAÇÃO DE ANEURISMA CEREBRAL MENOR QUE 1,5 CM COM COLO ESTREITO"
TRAQUEOSTOMIA,0404010377,TRAQUEOSTOMIA
TRAQUEOSTOMIA,0406030049,ANGIOPLASTIA CORONARIANA PRIMÁRIA
TRAQUEOSTOMIA,0407010211,GASTROSTOMIA
TRAQUEOSTOMIA,0408030534,RESSECÇÃO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)
TRAQUEOSTOMIA,0408060182,OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ
TRAQUEOSTOMIA,0412030012,DESCORTICAÇÃO PULMONAR
TRAQUEOSTOMIA,0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
TRAQUEOSTOMIA,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TRAQUEOSTOMIA,0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
TRAQUEOSTOMIA,0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
TRAQUEOSTOMIA,0416020178,LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA
TRAQUEOSTOMIA,0416030270,TIREOIDECTOMIA TOTAL EM ONCOLOGIA
TRAQUEOSTOMIA,0416030297,TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA
TRAQUEOSTOMIA,0506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
TRAQUEOSTOMIA,0506020053,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO
TRAQUEOSTOMIA,0506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
TRAT.CIR. DE HEMATOMA EXTRA DURAL,0403010276,TRATAMENTO CIRURGICO DE HEMATOMA EXTRADURAL
TRATAMENRO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS,0406040052,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)
TRATAMENTO CIRURGICO DA ANOMALIA ANO-RETAL,0407020420,TRATAMENTO CIRÚRGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA COXO-FEMUR,0408060557,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA DE JOELHO,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA DE JOELHO,0408060069,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA DE JOELHO,0408060557,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA DO COTOVELO,0408060557,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
TRATAMENTO CIRURGICO DA ARTRITE PIOGENICA ESCAPULO UMERAL,0305010174,TRATAMENTO DE INTERCORRÊNCIA EM PACIENTE RENAL CRÔNICO SOB TRATAMENTO DIALÍTICO ( POR DIA)
TRATAMENTO CIRURGICO DA LUXACAO REC PATELA,0408060123,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES
TRATAMENTO CIRURGICO DA MA ROTACAO INTESTINAL,0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
TRATAMENTO CIRURGICO DA OSTEOMIELITE,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TRATAMENTO CIRURGICO DA OSTEOMIELITE,0408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
TRATAMENTO CIRURGICO DA OSTEOMIELITE DOS OSSOS,0408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
TRATAMENTO CIRURGICO DA OSTEOMIELITE DOS OSSOS,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
TRATAMENTO CIRURGICO DA OSTEOMIELITE OSSOS DA MAO,0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
TRATAMENTO CIRURGICO DA OSTEOMIELITE OSSOS DA MAO,0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
TRATAMENTO CIRURGICO DA PARALISIA DA FACE,0404020062,ENXERTO TOTAL / PARCIAL INTRATEMPORAL DE NERVO FACIAL
TRATAMENTO CIRURGICO DA PARALISIA DA FACE,0404020399,TRATAMENTO CIRÚRGICO DE PARALISIA FACIAL (SUSPENSÃO DE HEMIFACE)
TRATAMENTO CIRURGICO DA PARALISIA FACIAL(SUSP HEMIFACE),0403020018,ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (2 OU MAIS NERVOS)
TRATAMENTO CIRURGICO DA PARALISIA FACIAL(SUSP HEMIFACE),0404020399,TRATAMENTO CIRÚRGICO DE PARALISIA FACIAL (SUSPENSÃO DE HEMIFACE)
TRATAMENTO CIRURGICO DA POLIDACTILIA NAO ART.,0408060662,TRATAMENTO CIRÚRGICO DE POLIDACTILIA ARTICULADA
TRATAMENTO CIRURGICO DA RUTURA DOS MENISCOS (ME,0408050896,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
TRATAMENTO CIRURGICO DA SINDROME DO CANAL CARPIANO,0403020115,TRATAMENTO CIRÚRGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRÚRGIA
TRATAMENTO CIRURGICO DA SINDROME DO CANAL CARPIANO,0403020123,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO
TRATAMENTO CIRURGICO DE FISTULA LIQUORICA,0403010250,TRATAMENTO CIRÚRGICO DE FISTULA LIQUORICA RAQUIDIANA
TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA,0408060581,TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
TRATAMENTO CIRURGICO DE PSEUDO-ARTR ESCAF CARPIANO,0408020377,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS
TRATAMENTO CIRURGICO DE PSEUDO-ARTR ESCAF CARPIANO,0408020466,TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO
TRATAMENTO CIRURGICO DE PSEUDO-ARTR ESCAF CARPIANO,0408020555,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA MÃO
TRATAMENTO CIRURGICO DE PSEUDO-ARTR ESCAF CARPIANO,0408020601,TRATAMENTO CIRÚRGICO DE PSEUDO-RETARDO / CONSOLIDAÇÃO / PERDA ÓSSEA AO ÍIVEL DO CARPO
TRATAMENTO CIRURGICO DE PSEUDO-ARTRODESE DO ANT-B,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DA TIBIA,0408040130,EPIFISIODESE FEMORAL PROXIMAL IN SITU
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DA TIBIA,0408050861,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DA TIBIA,0408050870,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DE COLO DE FEMUR,0408050799,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DE COLO DE FEMUR,0408050810,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DO UMERO,0408020393,TRATAMENTO CIRÚGICO DE FRATURA DA DIÁFISE DO ÚMERO
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DO UMERO,0408020571,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DO UMERO,0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DOS OSSO(S),0408020369,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DO CÔNDILO / TRÓCLEA/APOFISE CORONÓIDE DO ULNA / CABEÇA DO RÁDIO
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DOS OSSO(S),0408020377,TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DOS METACARPIANOS
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DOS OSSO(S),0408020407,TRATAMENTO CIRÚRGICO DE FRATURA DA EXTREMIDADE / METÁFISE DISTAL DOS OSSOS DO ANTEBRAÇO
TRATAMENTO CIRURGICO DE PSEUDO-ARTROSE DOS OSSO(S),0408020431,TRATAMENTO CIRÚRGICO DE FRATURA DIAFISARIA ÚNICA DO RÁDIO / DA ULNA
